ID,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts
7446,Master,Together,62513,0,1,520,42,98,0,42
7451,Master,Single,98777,0,0,1000,19,711,125,115
7453,Graduation,Single,36130,0,1,157,43,127,68,56
7458,Master,Together,34941,1,1,39,2,25,4,3
7462,Graduation,Single,22507,0,0,68,0,226,51,157
7476,Master,Single,63972,0,1,928,63,254,0,12
7485,PhD,Widow,56551,1,1,67,4,32,17,2
7488,Master,Single,64191,0,1,420,15,186,151,38
7494,PhD,Divorced,42873,1,1,209,0,40,3,2
7495,PhD,Married,56223,0,1,77,28,31,16,0
7500,Graduation,Single,79146,1,1,245,16,223,21,43
7503,Graduation,Single,75825,0,0,1032,105,779,137,105
7505,PhD,Married,44155,1,1,22,1,9,0,0
7514,2n Cycle,Together,54342,1,1,84,10,34,11,10
7516,Graduation,Married,30096,1,0,5,3,11,12,5
7521,Graduation,Together,83844,0,0,901,31,345,75,31
7527,Master,Divorced,23748,1,0,6,6,29,12,15
7530,PhD,Widow,56551,1,1,67,4,32,17,2
7532,Graduation,Married,43586,0,1,99,2,11,4,0
7533,Graduation,Married,49096,1,1,144,1,32,2,1
7540,Graduation,Married,50300,0,1,143,15,60,24,23
7573,PhD,Single,31626,1,0,39,1,9,2,1
7574,PhD,Together,27922,1,0,11,0,13,2,4
7592,PhD,Married,51012,0,0,102,9,63,2,9
7600,Basic,Single,15253,1,0,1,3,3,8,1
7610,Graduation,Together,37292,1,0,275,0,86,10,23
7613,2n Cycle,Together,49669,1,0,166,5,107,11,8
7617,Graduation,Single,42373,1,1,67,5,61,3,8
7620,Basic,Single,16185,1,0,5,11,16,21,8
7627,Master,Married,92163,0,0,817,183,797,106,163
7628,2n Cycle,Married,43050,1,0,30,5,24,6,3
7629,Graduation,Married,22108,1,1,5,3,9,6,2
7631,Master,Together,61346,1,0,562,58,168,43,16
7646,Graduation,Single,64449,1,0,218,63,282,137,35
7660,PhD,Alone,35860,1,1,15,0,8,4,2
7679,PhD,Single,30298,0,0,6,3,12,6,1
7683,Master,Married,70777,0,1,554,35,113,0,7
7685,Graduation,Married,33039,1,0,30,8,12,8,8
7698,PhD,Married,51650,0,1,152,3,22,2,5
7699,Graduation,Widow,40590,1,1,154,0,50,6,11
7706,2n Cycle,Together,46772,0,1,350,104,189,197,151
7712,PhD,Single,62159,0,0,182,17,259,77,70
7718,Master,Together,66000,0,0,244,51,270,101,0
7723,Graduation,Together,75507,0,0,709,93,374,104,80
7725,2n Cycle,Married,76800,0,0,173,26,255,35,71
7732,Graduation,Married,64813,1,0,293,0,124,179,97
7734,Graduation,Absurd,79244,0,0,471,102,125,212,61
7736,Graduation,Married,22518,1,0,11,7,12,2,2
7755,PhD,Married,57744,0,1,350,3,39,0,0
7761,2n Cycle,Together,38702,1,0,13,11,24,13,8
7786,PhD,Single,29999,1,0,68,7,59,10,5
7787,Graduation,Together,62807,0,1,526,28,135,10,21
7788,PhD,Married,23536,1,0,6,0,3,0,0
7789,PhD,Married,84618,0,0,684,100,801,21,66
7791,Master,Married,37054,1,1,12,1,6,0,1
7793,Graduation,Together,62061,0,1,641,7,84,0,30
7798,2n Cycle,Together,46344,0,1,233,20,57,8,20
7801,Graduation,Together,54753,0,1,197,107,227,7,59
7807,Graduation,Married,44989,0,1,98,0,106,49,10
7822,Graduation,Together,54058,0,1,198,18,252,32,108
7828,Master,Together,77882,0,0,68,129,396,188,22
7829,2n Cycle,Divorced,36640,1,0,15,6,8,7,4
7832,Master,Married,77520,0,1,940,44,396,0,88
7842,Graduation,Single,36065,1,1,18,7,34,10,2
7848,Graduation,Single,49166,0,1,224,2,25,7,0
7849,PhD,Married,80336,0,0,209,19,456,160,142
7851,Graduation,Widow,70165,0,0,161,0,253,199,191
7861,Master,Married,77027,0,1,820,57,242,45,0
7872,PhD,Married,86836,0,0,179,21,273,0,21
7873,PhD,Together,63516,1,1,141,11,114,15,14
7875,Graduation,Married,72025,0,0,967,0,617,43,50
7881,Master,Married,66835,0,0,620,26,195,34,17
7892,Graduation,Single,18589,0,0,6,4,25,15,12
7899,PhD,Married,77610,0,1,1245,33,332,21,33
7901,Master,Married,34109,0,1,9,1,5,2,1
7912,Graduation,Married,38136,1,0,8,15,27,0,20
7919,PhD,Together,72335,0,0,1285,105,653,28,21
7922,PhD,Single,64950,0,1,819,0,72,12,0
7930,Master,Single,26877,0,0,101,13,76,20,18
7937,Graduation,Married,24711,0,0,10,7,25,6,3
7938,PhD,Together,51518,0,1,350,8,66,17,4
7943,PhD,Married,36663,1,0,18,0,6,3,3
7947,Graduation,Married,42231,1,1,24,0,8,0,1
7959,Graduation,Married,79410,0,0,658,80,483,123,13
7960,2n Cycle,Together,82122,0,0,734,22,350,151,25
7962,PhD,Single,95169,0,0,1285,21,449,106,20
7966,Graduation,Single,80982,1,1,505,137,401,104,22
7972,Graduation,Single,72906,0,0,400,32,519,71,75
7987,Graduation,Married,65747,0,1,346,17,48,23,13
7990,Graduation,Married,27469,0,0,9,1,2,3,2
7998,Graduation,Together,28087,1,1,53,8,17,13,0
7999,PhD,Together,75261,0,0,1239,17,413,23,34
8008,Graduation,Together,36075,1,0,46,0,30,12,1
8015,PhD,Divorced,85696,0,0,714,76,395,116,0
8017,2n Cycle,Married,51111,1,1,22,0,19,6,5
8026,Graduation,Married,62998,0,1,120,58,73,65,89
8029,Master,Single,90247,0,0,1184,32,352,21,16
8036,2n Cycle,Together,26850,1,1,31,1,13,7,2
8041,PhD,Widow,47111,0,1,595,71,153,120,112
8070,PhD,Married,54222,0,1,199,12,31,3,12
8079,Graduation,Married,22448,1,0,3,1,8,23,2
8080,Graduation,Single,26816,0,0,5,1,6,3,4
8082,Graduation,Married,25721,1,0,1,3,6,3,6
8086,Graduation,Married,42243,1,1,48,0,2,0,0
8091,Graduation,Married,63943,0,1,423,184,368,13,97
8093,Master,Married,79734,0,0,572,8,232,23,62
8104,PhD,Married,53312,0,0,241,0,12,0,0
8132,PhD,Married,60631,1,1,565,6,65,0,6
8135,Master,Married,27161,1,0,7,4,23,7,0
8140,Graduation,Together,22682,1,0,10,14,29,4,2
8143,PhD,Single,37929,0,0,202,2,46,3,2
8146,Master,Together,46106,1,1,30,0,8,2,0
8147,Graduation,Married,31454,1,1,28,0,11,0,0
8148,Master,Together,50898,1,1,285,28,242,55,114
8151,Basic,Married,24279,0,0,16,36,21,20,62
8159,Graduation,Married,51287,1,1,117,0,22,13,0
8162,Master,Together,14661,0,0,4,1,11,6,2
8164,PhD,Married,82170,0,0,1023,93,651,49,55
8175,Graduation,Married,34935,0,0,34,4,66,3,10
8180,Master,Divorced,59354,1,1,233,2,53,3,5
8181,2n Cycle,Single,38593,1,0,51,12,49,17,24
8182,Graduation,Married,23228,1,0,53,3,49,7,4
8204,2n Cycle,Married,78041,0,0,482,35,553,72,160
8207,2n Cycle,Married,53233,0,1,28,0,9,3,0
8210,Master,Married,54730,0,1,318,3,17,4,7
8212,Master,Married,39791,0,1,85,15,27,13,13
8213,2n Cycle,Together,14515,1,0,6,4,9,6,36
8216,Master,Married,53761,1,1,158,0,76,13,7
8230,Graduation,Married,33228,1,0,22,2,31,7,4
8233,Master,Widow,64866,0,1,508,5,21,7,5
8234,Basic,Together,27190,1,0,1,6,7,0,1
8235,Master,Together,69245,0,1,428,30,214,80,30
8254,PhD,Married,34596,1,0,14,0,2,0,0
8275,PhD,Divorced,47025,1,1,16,0,3,0,0
8278,PhD,Married,74214,0,0,863,83,547,86,99
8286,PhD,Together,51717,0,1,98,1,17,0,1
8299,PhD,Single,33996,0,0,40,2,15,8,0
8310,Graduation,Together,68142,0,1,897,126,196,91,112
8312,Basic,Married,28249,0,0,1,9,7,2,14
8314,Graduation,Married,79908,0,0,557,129,761,29,185
8315,Graduation,Single,34824,0,0,4,2,11,2,0
8318,Graduation,Together,90300,0,0,594,134,786,33,134
8334,Master,Single,33316,1,1,79,1,31,4,4
8341,PhD,Married,30396,1,0,15,0,6,0,1
8346,Graduation,Single,32233,1,0,138,15,35,25,11
8360,2n Cycle,Married,54690,1,1,111,16,37,7,9
8362,PhD,Married,84169,0,0,1478,19,403,0,19
8369,Graduation,Together,18227,1,0,1,2,7,4,3
8370,2n Cycle,Together,75484,0,1,378,97,259,197,194
8372,Graduation,Married,34421,1,0,3,3,7,6,2
8373,Basic,Together,24594,1,0,1,3,6,10,0
8375,PhD,Married,55954,0,1,447,0,28,0,0
8387,Graduation,Married,43140,0,1,134,8,76,6,0
8395,Graduation,Single,82014,0,0,980,37,265,35,163
8397,Graduation,Married,44689,1,1,18,0,5,0,0
8402,Master,Married,67087,0,1,329,35,222,130,35
8405,Graduation,Divorced,68274,1,1,135,25,51,23,25
8414,PhD,Single,33419,0,1,56,0,12,0,0
8416,Graduation,Married,29009,1,0,6,6,15,10,5
8418,2n Cycle,Single,38741,1,1,7,10,17,8,6
8420,2n Cycle,Married,15315,0,0,7,4,13,15,8
8427,Master,Single,64857,0,0,556,14,717,210,0
8430,Graduation,Together,21994,0,1,9,0,6,3,1
8432,Graduation,Together,54450,1,1,454,0,171,8,19
8439,Graduation,Together,63404,0,2,734,26,70,11,44
8442,Master,Married,19510,2,0,9,0,7,3,4
8443,Graduation,Single,24762,1,0,6,10,12,3,15
8461,Graduation,Divorced,46102,2,1,14,0,1,0,0
8462,Basic,Together,24882,1,0,1,4,10,29,0
8475,PhD,Married,157243,0,1,20,2,1582,1,2
8477,Graduation,Divorced,26150,2,1,5,1,13,3,5
8486,Master,Together,30538,1,0,284,0,52,8,3
8492,Graduation,Together,75437,0,0,795,0,545,95,58
8504,Graduation,Married,79593,0,0,350,60,568,110,133
8514,Graduation,Together,29478,1,0,8,0,7,3,1
8523,Graduation,Married,19329,1,0,24,1,16,12,2
8524,PhD,Divorced,25509,1,0,40,3,30,10,7
8527,Master,Together,65735,1,1,239,7,119,4,15
8534,Graduation,Married,67433,0,2,615,28,259,12,48
8537,Graduation,Widow,72643,0,0,526,80,553,123,94
8541,2n Cycle,Married,24683,1,0,8,4,10,6,7
8545,Graduation,Divorced,85683,0,0,1296,17,311,45,69
8553,Graduation,Married,44300,1,1,30,0,9,0,0
8560,Graduation,Single,48789,0,0,351,16,156,7,5
8562,Graduation,Together,54165,0,0,127,4,73,15,6
8566,PhD,Together,32583,1,1,5,0,3,0,0
8581,Master,Married,49505,1,1,604,0,100,19,0
8584,PhD,Together,85431,0,0,376,53,462,168,53
8588,Graduation,Married,60544,1,1,201,2,43,3,5
8594,PhD,Widow,50520,0,1,112,0,6,2,1
8595,Graduation,Widow,42429,0,1,55,0,6,2,0
8601,Graduation,Married,80011,0,1,421,76,536,82,178
8602,Graduation,Divorced,69932,0,1,412,172,153,150,105
8605,PhD,Together,46910,1,1,48,0,14,0,0
8614,Graduation,Widow,65486,0,1,245,19,125,37,67
8619,Graduation,Together,21994,0,1,9,0,6,3,1
8624,Graduation,Married,81320,0,0,183,33,493,59,103
8625,Graduation,Married,17649,1,0,15,1,23,0,5
8629,Graduation,Widow,46984,1,1,19,1,10,2,1
8643,Graduation,Together,69930,0,0,252,98,827,219,70
8650,Graduation,Widow,54162,1,1,5,6,10,6,5
8652,Graduation,Together,37760,0,0,84,5,38,150,12
8659,PhD,Together,69805,0,1,750,71,174,13,10
8663,Graduation,Divorced,39996,1,1,11,0,3,0,0
8685,Graduation,Married,42014,1,0,244,15,108,4,15
8686,Basic,Together,23724,1,0,5,23,15,0,18
8687,Graduation,Together,53172,0,1,121,62,90,68,20
8690,Graduation,Married,86111,0,0,399,28,756,36,40
8692,Graduation,Together,43462,1,1,90,17,97,15,6
8700,Basic,Single,14906,0,0,7,7,14,7,16
8702,2n Cycle,Together,26907,1,1,9,1,7,0,3
8707,Graduation,Married,79456,0,0,565,42,548,64,83
8717,PhD,Married,80427,0,1,1149,71,449,69,71
8722,2n Cycle,Married,82347,0,0,556,54,845,202,133
8724,Graduation,Single,28567,1,0,11,3,22,2,2
8726,2n Cycle,Divorced,41713,1,1,77,8,44,10,10
8727,Graduation,Divorced,63693,0,1,587,43,337,42,87
8732,Master,Widow,67369,0,1,1298,0,70,37,14
8737,Graduation,Divorced,55563,0,1,29,1,9,2,0
8746,Graduation,Married,75433,1,0,800,0,297,0,34
8749,Graduation,Together,37235,1,0,20,2,9,4,6
8754,PhD,Together,45068,0,1,14,0,3,0,0
8755,Master,Married,68657,0,0,482,34,471,119,68
8773,Master,Together,57420,0,1,280,0,18,0,0
8775,Graduation,Together,38361,1,0,39,0,56,20,8
8779,2n Cycle,Married,36145,1,0,56,4,76,17,1
8780,PhD,Together,59292,0,1,378,14,68,19,14
8783,Graduation,Married,57045,0,1,296,13,104,11,13
8786,Master,Married,62058,0,1,301,7,74,10,0
8789,2n Cycle,Married,59060,1,0,35,40,111,36,40
8799,PhD,Married,38175,1,0,70,6,69,2,3
8800,PhD,Divorced,48948,0,0,437,8,206,160,49
8805,Graduation,Single,48904,0,1,283,10,38,0,13
8812,2n Cycle,Divorced,13533,1,0,12,3,8,8,0
8825,Graduation,Together,51195,1,1,230,14,156,82,24
8832,Master,Together,37509,1,0,37,5,56,12,8
8842,Graduation,Widow,30372,1,1,15,0,12,7,3
8852,Graduation,Married,61064,0,1,387,126,342,0,45
8858,PhD,Married,44325,0,1,516,0,21,0,0
8867,PhD,Married,67546,0,0,864,134,768,150,38
8870,Graduation,Together,35196,1,0,75,12,141,43,39
8876,PhD,Together,33629,1,1,132,0,16,0,0
8890,PhD,Divorced,65808,1,1,155,7,80,13,7
8895,Graduation,Single,70596,0,0,347,44,534,17,0
8897,Graduation,Single,42720,1,1,392,5,91,28,26
8908,Graduation,Married,87195,0,0,217,76,690,50,26
8910,Graduation,Together,42586,1,1,194,2,56,0,0
8911,PhD,Married,56320,0,1,201,53,172,116,77
8916,Graduation,Divorced,36627,2,0,9,1,5,0,0
8920,Master,Single,59235,1,0,448,40,469,80,0
8923,Graduation,Single,83917,0,0,514,22,732,42,198
8925,Master,Married,70053,0,1,512,53,98,81,179
8931,Graduation,Together,83033,1,0,812,99,431,237,149
8932,Master,Together,65176,0,1,960,28,183,220,70
8933,2n Cycle,Married,32146,1,0,26,3,23,4,7
8939,Graduation,Divorced,61250,0,1,382,138,65,60,26
8945,Graduation,Divorced,54137,0,1,171,0,11,0,1
8952,Master,Married,65569,0,1,397,46,288,20,38
8953,Master,Single,35791,2,1,27,0,5,0,0
8955,PhD,Together,40451,0,2,35,0,4,0,0
8957,2n Cycle,Single,64831,1,1,480,86,249,75,86
8962,Master,Married,44319,1,1,26,0,8,0,0
8969,Graduation,Married,71855,0,1,548,31,422,0,112
8970,PhD,Married,62010,0,1,371,22,39,6,0
8975,Graduation,Married,19514,1,1,14,3,21,2,1
8977,Basic,Single,16581,0,0,1,3,4,2,3
8985,2n Cycle,Together,68316,0,1,806,80,161,120,11
9010,Master,Married,83151,0,0,968,147,842,137,42
9014,Graduation,Married,37085,1,1,39,1,16,2,0
9029,PhD,Married,70116,0,0,707,44,603,95,58
9058,Graduation,Widow,79800,0,0,1060,21,530,32,0
9064,Graduation,Married,69109,0,0,823,25,459,124,29
9076,PhD,Married,30732,1,0,155,1,25,0,1
9080,PhD,Single,38578,1,1,38,4,22,3,3
9081,Graduation,Single,20518,1,0,4,1,6,4,1
9094,2n Cycle,Married,62972,0,1,313,15,47,20,0
9097,Graduation,Divorced,46086,0,1,244,8,32,7,2
9119,Graduation,Together,60905,0,1,208,17,76,36,17
9120,Graduation,Single,66565,0,1,747,10,161,65,40
9121,Graduation,Married,80134,1,0,1218,16,272,104,0
9135,Graduation,Together,27203,1,1,13,2,21,4,0
9140,2n Cycle,Together,50523,1,1,51,4,24,4,7
9145,Graduation,Single,72504,0,1,604,26,470,123,161
9150,PhD,Single,48918,1,1,52,0,9,0,0
9153,PhD,Married,59304,0,1,418,61,428,80,51
9166,Graduation,Married,63967,0,1,387,84,141,73,35
9167,Graduation,Married,67131,0,1,465,71,250,93,35
9185,PhD,Single,69759,0,0,452,20,514,13,30
9197,Graduation,Married,39722,0,1,32,0,5,2,0
9204,Graduation,Widow,66731,0,1,371,159,194,58,106
9206,Graduation,Together,77382,0,1,491,48,231,112,105
9209,Master,Together,80573,0,0,829,138,430,60,92
9212,Master,Married,72828,0,1,1205,0,235,19,14
9213,Graduation,Widow,31880,1,0,4,1,5,2,0
9214,Graduation,Married,42691,0,0,179,2,64,38,17
9215,PhD,Married,43974,1,0,378,0,101,0,0
9216,Graduation,Married,35788,1,1,23,2,11,3,1
9220,Graduation,Single,91700,0,0,576,172,961,125,115
9224,PhD,Single,55260,0,1,825,8,53,11,0
9239,Master,Married,61923,0,2,92,4,18,3,3
9240,PhD,Single,60504,0,1,458,0,24,6,4
9242,Graduation,Single,64509,0,0,836,185,575,24,25
9246,Master,Together,40101,1,0,171,3,129,26,24
9256,Graduation,Single,58350,0,1,493,26,206,116,80
9260,PhD,Married,70356,0,0,1349,16,249,43,16
9262,2n Cycle,Together,32414,0,0,20,6,5,0,9
9264,Graduation,Married,79529,0,0,423,42,706,73,197
9265,Graduation,Married,75027,0,1,925,64,179,133,12
9274,Master,Married,80950,0,0,525,147,112,219,147
9283,Graduation,Single,60199,1,2,8,1,7,2,0
9284,Graduation,Together,53977,0,1,620,16,165,0,24
9286,Master,Together,83151,0,0,407,28,100,120,74
9289,Graduation,Married,36781,1,0,29,1,17,0,3
9291,Master,Married,34242,0,1,8,2,4,0,0
9292,Graduation,Married,81795,0,0,324,132,693,27,118
9298,PhD,Together,81574,0,0,1252,0,465,46,35
9303,Graduation,Married,5305,0,1,12,4,7,1,3
9305,2n Cycle,Single,79689,0,0,311,26,640,180,37
9308,Graduation,Married,62820,0,0,398,61,265,138,61
9316,Basic,Together,13084,0,0,2,0,7,3,7
9323,Master,Together,49912,0,1,520,8,223,32,49
9336,PhD,Widow,62187,0,1,512,0,83,0,0
9347,Master,Together,50943,0,1,31,0,7,2,0
9349,Graduation,Married,92533,0,0,693,21,118,110,147
9353,Graduation,Single,62450,0,1,515,47,267,62,66
9360,Graduation,Married,37040,0,0,86,2,73,69,38
9362,Graduation,Single,69263,0,1,492,5,32,13,5
9365,PhD,Single,60000,0,1,1048,0,217,0,0
9369,2n Cycle,Single,88194,0,1,688,14,309,201,24
9370,PhD,Married,65846,0,0,562,81,276,80,40
9381,Graduation,Married,66373,1,1,328,9,124,12,24
9384,Graduation,Married,66373,1,1,328,9,124,12,24
9386,Graduation,Together,50127,0,1,274,0,21,4,6
9392,Graduation,Single,26954,1,0,4,1,11,0,0
9396,PhD,Married,37717,1,0,9,0,6,4,1
9400,2n Cycle,Single,85485,0,0,630,26,611,44,18
9405,PhD,Married,52869,1,1,84,3,61,2,1
9422,Graduation,Married,38360,1,0,36,2,42,20,21
9423,Master,Married,32765,1,0,13,3,17,7,3
9426,Master,Single,58308,0,1,691,0,69,10,0
9449,PhD,Single,79761,0,1,415,5,124,15,35
9451,Graduation,Married,73538,0,1,811,76,428,99,137
9460,Graduation,Married,22419,0,0,30,3,47,19,21
9463,Graduation,Together,71706,0,1,931,56,253,91,98
9467,Graduation,Single,34738,1,0,3,2,10,3,0
9477,PhD,Married,65324,0,1,384,0,102,21,32
9478,Graduation,Single,66503,1,0,91,64,128,65,3
9481,Graduation,Married,17148,1,0,9,9,11,13,10
9483,Graduation,Together,57957,0,1,290,59,177,77,5
9485,PhD,Married,45921,0,0,102,9,49,24,3
9491,Graduation,Together,23976,1,0,14,1,21,2,3
9493,PhD,Single,76412,0,0,840,53,804,23,71
9495,Graduation,Together,71853,0,0,358,108,413,141,97
9499,Graduation,Married,93404,1,2,1279,15,287,20,0
9500,Graduation,Married,58113,0,1,221,104,169,102,78
9503,Graduation,Single,28071,0,0,39,33,130,41,26
9504,Master,Married,81698,0,0,179,28,520,111,123
9507,Graduation,Married,40794,0,1,261,23,73,4,23
9516,2n Cycle,Divorced,49118,0,0,620,54,239,99,98
9523,Graduation,Together,40479,1,0,5,0,8,2,0
9529,Graduation,Married,73687,0,0,559,153,503,218,13
9530,Graduation,Married,24645,1,0,5,3,4,4,1
9543,Graduation,Married,19986,1,0,3,6,5,0,2
9553,Graduation,Married,7500,0,0,0,2,3,4,1
9559,PhD,Married,57072,0,1,944,0,60,0,0
9560,Graduation,Together,83003,0,0,856,61,570,40,25
9576,PhD,Together,32313,1,0,86,4,56,2,4
9579,PhD,Married,33762,2,1,53,1,34,2,0
9589,PhD,Widow,82032,0,0,332,194,377,149,125
9592,Graduation,Together,22010,1,0,11,2,9,3,0
9595,Graduation,Together,64260,0,0,539,169,816,20,0
9596,PhD,Single,65295,0,0,365,32,117,34,110
9597,Graduation,Married,73448,0,0,236,106,189,23,41
9606,PhD,Married,69969,0,0,882,29,514,38,29
9612,2n Cycle,Single,23830,0,0,1,8,6,4,8
9617,Graduation,Single,15033,0,0,0,4,5,6,0
9624,PhD,Together,65488,0,0,603,45,207,36,18
9635,Master,Married,35876,0,0,66,2,40,4,3
9645,Graduation,Married,64590,0,0,920,138,168,36,46
9648,Graduation,Single,46904,1,1,153,4,56,0,9
9653,Graduation,Married,35797,0,1,27,1,14,4,1
9665,PhD,Divorced,54237,0,1,267,3,30,4,0
9668,Graduation,Married,18793,1,0,4,16,20,0,17
9671,Graduation,Married,19514,1,1,14,3,21,2,1
9672,2n Cycle,Married,23162,1,1,8,3,9,19,4
9687,Graduation,Single,73170,0,0,184,174,256,50,30
9697,Graduation,Married,53790,0,2,335,42,127,28,5
9699,Graduation,Divorced,67272,0,1,357,35,271,28,28
9701,Graduation,Together,41883,1,0,32,34,41,73,16
9703,PhD,Married,38097,1,1,77,2,35,0,1
9706,PhD,Single,31560,1,0,62,1,20,4,0
9707,PhD,Married,55212,0,1,1103,0,45,0,0
9710,PhD,Divorced,58086,0,1,708,7,62,0,0
9723,Graduation,Married,67716,0,1,530,142,217,62,9
9725,PhD,Together,28764,1,1,8,0,3,0,0
9727,Graduation,Married,23539,0,0,4,24,11,16,1
9729,Graduation,Widow,58275,1,1,189,10,253,56,43
9733,Basic,Together,24882,1,0,1,4,10,29,0
9736,Graduation,Married,41850,1,1,53,5,19,2,13
9738,Master,Together,42386,1,0,65,4,16,0,4
9739,Graduation,Single,34377,0,1,62,0,22,3,1
9743,Graduation,Married,76998,0,1,1449,89,161,69,35
9750,PhD,Divorced,64325,0,1,731,60,353,78,12
9757,Graduation,Together,84906,0,0,997,15,414,99,30
9760,PhD,Widow,52278,0,1,953,0,71,0,0
9771,2n Cycle,Single,23331,1,0,104,20,101,24,15
9780,Master,Together,71499,0,1,465,25,132,136,0
9790,Graduation,Single,78499,0,0,912,72,170,47,36
9797,Graduation,Married,58116,0,1,228,19,130,4,11
9799,PhD,Divorced,83664,1,1,866,21,151,28,21
9805,Master,Together,56129,0,1,320,48,133,39,72
9817,Master,Single,44802,0,0,853,10,143,13,10
9826,PhD,Single,86857,0,0,899,102,838,133,102
9829,Graduation,Together,28587,1,0,22,4,17,12,10
9847,2n Cycle,Married,62972,0,1,313,15,47,20,0
9850,2n Cycle,Married,24884,1,0,3,6,7,0,0
9855,PhD,Single,62000,0,1,899,0,101,0,0
9860,Graduation,Together,44911,0,1,159,0,22,2,1
9862,Graduation,Together,21918,1,0,1,6,7,11,5
9888,Graduation,Together,68695,0,0,458,81,356,106,50
9904,Graduation,Married,71391,0,1,336,123,274,46,123
9905,Graduation,Together,34074,1,1,135,1,41,10,1
9907,Master,Together,66476,0,1,742,28,152,25,9
9909,2n Cycle,Married,7500,0,0,3,18,14,15,22
9916,Graduation,Married,38998,1,1,34,1,14,0,0
9923,Master,Single,46423,1,1,68,0,16,0,0
9925,PhD,Together,39665,1,0,127,1,56,0,1
9930,PhD,Single,82716,0,0,606,148,228,15,148
9931,PhD,Married,4023,1,1,5,0,1,1,1
9937,Graduation,Single,70337,0,0,187,81,149,25,43
9938,Graduation,Married,80067,0,0,519,17,813,27,173
9940,Graduation,Together,64961,0,1,382,114,276,75,124
9949,Graduation,Married,59809,0,2,598,16,141,32,41
9952,Master,Together,78093,0,0,368,32,639,13,43
9955,Graduation,Together,39898,0,1,69,8,26,12,7
9958,Graduation,Married,65685,0,1,642,14,49,0,7
9960,Basic,Single,26868,1,0,0,0,1,8,3
9964,Graduation,Single,61825,0,1,162,50,100,55,30
9967,Graduation,Divorced,53034,1,1,160,15,196,15,11
9970,Graduation,Together,55375,0,1,42,11,57,10,28
9971,PhD,Married,65526,0,1,397,19,69,12,0
9972,PhD,Together,46015,1,1,38,0,2,0,0
9973,Graduation,Married,50437,0,2,370,9,92,6,9
9974,Graduation,Married,30631,1,0,15,6,20,4,5
9977,Graduation,Divorced,78901,0,1,321,11,309,33,26
9984,2n Cycle,Married,56337,1,1,349,16,144,28,5
9986,Graduation,Together,19444,1,0,16,0,23,3,2
9988,Master,Single,70379,0,1,553,25,142,65,67
9999,Graduation,Together,75276,0,0,610,105,125,137,42
10001,2n Cycle,Together,7500,1,0,5,17,17,13,14
10010,PhD,Divorced,36957,1,1,100,2,16,2,1
10022,PhD,Single,54466,1,1,12,0,4,0,0
10031,PhD,Married,16927,1,1,20,2,23,3,1
10032,Graduation,Divorced,12571,1,0,3,5,14,2,12
10033,2n Cycle,Divorced,31163,1,0,2,3,10,11,2
10037,Graduation,Single,74293,0,0,375,152,335,93,91
10057,Graduation,Single,72282,0,0,503,27,419,90,139
10061,Graduation,Married,59462,0,1,724,17,143,0,8
10065,2n Cycle,Married,15315,0,0,7,4,13,15,8
10067,2n Cycle,Together,25176,1,1,4,0,4,0,0
10069,Basic,Together,13724,1,0,2,7,5,2,15
10084,Graduation,Married,24434,2,0,3,2,8,20,0
10089,Graduation,Divorced,102692,0,0,168,148,444,32,172
10091,Graduation,Single,60230,0,1,520,20,367,39,81
10092,Graduation,Divorced,70044,0,1,1073,0,250,153,14
10095,PhD,Divorced,74165,0,0,1001,12,240,16,12
10099,Graduation,Married,55434,1,0,238,115,215,169,69
10102,Graduation,Widow,79946,0,0,395,183,565,166,141
10104,Graduation,Together,33590,2,1,4,0,2,0,0
10120,Graduation,Together,38946,0,1,116,6,82,6,6
10127,Graduation,Married,58692,0,1,301,11,61,4,7
10128,Graduation,Together,53977,0,1,620,16,165,0,24
10129,Graduation,Together,82427,0,0,482,147,509,104,107
10133,Graduation,Single,93790,0,0,1302,68,731,89,114
10140,PhD,Together,70123,0,0,1308,0,396,23,0
10141,Master,Divorced,39228,0,0,7,1,6,0,3
10142,PhD,Divorced,66476,0,1,372,18,126,47,48
10144,Graduation,Together,51369,0,1,297,7,79,0,11
10146,PhD,Together,38887,1,0,25,1,13,0,0
10150,Graduation,Single,86429,0,0,464,28,873,29,18
10151,Graduation,Divorced,62204,0,2,317,46,247,151,46
10156,Graduation,Single,84196,0,1,215,63,507,231,31
10157,Graduation,Single,59686,0,1,89,15,89,34,42
10159,Graduation,Divorced,58710,0,1,440,81,368,0,122
10160,Master,Together,50943,0,1,31,0,7,2,0
10163,PhD,Single,82733,0,0,712,50,420,65,38
10164,Graduation,Single,94472,0,1,1017,33,417,108,100
10172,Graduation,Single,68655,0,0,456,19,832,75,118
10175,PhD,Divorced,32173,0,1,18,0,2,0,0
10176,Graduation,Single,57107,0,1,159,0,120,0,0
10177,Graduation,Divorced,72071,0,1,531,69,300,150,138
10196,Graduation,Married,71427,2,0,212,123,177,15,64
10203,Graduation,Single,26095,1,0,11,7,9,3,1
10207,Graduation,Together,22775,1,0,5,1,8,0,0
10212,Master,Together,42386,1,0,65,4,16,0,4
10219,Graduation,Together,31590,1,0,6,2,15,6,6
10232,PhD,Divorced,48799,0,1,174,18,81,28,6
10236,Master,Single,31160,1,0,16,3,25,6,1
10240,Graduation,Together,69372,0,0,997,26,269,34,13
